楼盘,楼盘链接,地理位置,价格|元/m2
元大都7号,http://bj.fang.anjuke.com/loupan/218359.html,朝阳 亚奥,40138
财智国际中心,http://bj.fang.anjuke.com/loupan/238798.html,密云 密云,14871
芝兰苑,http://bj.fang.anjuke.com/loupan/240415.html,永清 永清,7236
中海城Ⅳ紫鑫阁,http://bj.fang.anjuke.com/loupan/225124.html,丰台 其他,33775
枫景园,http://bj.fang.anjuke.com/loupan/239867.html,通州 梨园,7386
远洋万和公馆伍号会馆,http://bj.fang.anjuke.com/loupan/412687.html,朝阳 望京,125000
华彬江南锦,http://bj.fang.anjuke.com/loupan/246387.html,昌平 昌平县城,114285
华彩和悦府,http://bj.fang.anjuke.com/loupan/240465.html,朝阳 望京,56521
世奥国际中心,http://bj.fang.anjuke.com/loupan/206678.html,朝阳 亚奥,33734
新华联YOYO悦城,http://bj.fang.anjuke.com/loupan/411884.html,平谷 平谷,16000
绿地大兴启航国际,http://bj.fang.anjuke.com/loupan/412654.html,大兴 黄村,21000
兴运嘉园,http://bj.fang.anjuke.com/loupan/244897.html,延庆 张山营,22413
观澜国际公寓,http://bj.fang.anjuke.com/loupan/244615.html,延庆 八达岭,61883
碧盛家园,http://bj.fang.anjuke.com/loupan/218029.html,香河 香河,7912
中体奥林匹克花园西花...,http://bj.fang.anjuke.com/loupan/246410.html,丰台 云岗,28000
新通国际花园,http://bj.fang.anjuke.com/loupan/53589.html,通州 梨园,29062
朱雀门,http://bj.fang.anjuke.com/loupan/245645.html,废弃1 其他,98247
学府芳园,http://bj.fang.anjuke.com/loupan/238424.html,固安 固安,7135
华源冠军城二期,http://bj.fang.anjuke.com/loupan/205741.html,朝阳 亚奥,55245
旭辉满庭春MOMA,http://bj.fang.anjuke.com/loupan/264034.html,平谷 平谷,11000
祥瑞小区,http://bj.fang.anjuke.com/loupan/246124.html,房山 窦店,2857
泰达科技园,http://bj.fang.anjuke.com/loupan/415062.html,顺义 天竺,19800
合生世界花园,http://bj.fang.anjuke.com/loupan/240886.html,通州 马驹桥,20000
中国铁建山语城,http://bj.fang.anjuke.com/loupan/240624.html,丰台 云岗,35000
金第梦想山,http://bj.fang.anjuke.com/loupan/246354.html,怀柔 怀柔,16477
永定河孔雀城剑桥郡,http://bj.fang.anjuke.com/loupan/248561.html,固安 固安,7794
潮白星光公馆,http://bj.fang.anjuke.com/loupan/228104.html,燕郊 燕郊,14768
汇元财富公馆,http://bj.fang.anjuke.com/loupan/236741.html,涿州 涿州,6000
君安国际,http://bj.fang.anjuke.com/loupan/240369.html,大兴 亦庄,31000
北潞尚界,http://bj.fang.anjuke.com/loupan/218873.html,房山 良乡,19888
燕西台,http://bj.fang.anjuke.com/loupan/218868.html,海淀 四季青,53603
邑上公馆,http://bj.fang.anjuke.com/loupan/248523.html,房山 长阳,19852
纳帕谷,http://bj.fang.anjuke.com/loupan/248257.html,燕郊 燕郊,7187
望京金茂府,http://bj.fang.anjuke.com/loupan/246630.html,朝阳 望京,65407
林溪碧肯山,http://bj.fang.anjuke.com/loupan/237041.html,昌平 沙河,21818
中海尚湖世家,http://bj.fang.anjuke.com/loupan/240954.html,昌平 沙河,24028
华风龙腾郡,http://bj.fang.anjuke.com/loupan/233813.html,房山 良乡,13690
庄维花园,http://bj.fang.anjuke.com/loupan/239863.html,丰台 丽泽桥,36874
鹤巢居,http://bj.fang.anjuke.com/loupan/205600.html,丰台 大红门,27222
远洋沁山水上品,http://bj.fang.anjuke.com/loupan/237019.html,石景山 古城,58620
首创·芭蕾雨悦都N°...,http://bj.fang.anjuke.com/loupan/237236.html,房山 长阳,27000
前门领域,http://bj.fang.anjuke.com/loupan/412011.html,东城 其他,35000
铂晶豪庭,http://bj.fang.anjuke.com/loupan/237085.html,东城 东直门,66315
远洋公馆,http://bj.fang.anjuke.com/loupan/205752.html,朝阳 燕莎,58312
蓝桥驿苑,http://bj.fang.anjuke.com/loupan/249258.html,大兴 黄村,17405
上都首府,http://bj.fang.anjuke.com/loupan/237049.html,延庆 八达岭,20779
林达海渔广场,http://bj.fang.anjuke.com/loupan/205754.html,朝阳 东三环中路,29069
华亨国际中心,http://bj.fang.anjuke.com/loupan/237545.html,房山 良乡,18115
绿地启航社,http://bj.fang.anjuke.com/loupan/240124.html,房山 长阳,18887
星光视界中心（售罄）,http://bj.fang.anjuke.com/loupan/405903.html,大兴 西红门,24000
中轴国际,http://bj.fang.anjuke.com/loupan/205062.html,东城 安定门,80615
北京苏活,http://bj.fang.anjuke.com/loupan/229473.html,顺义 空港工业区,22652
大成郡,http://bj.fang.anjuke.com/loupan/127546.html,丰台 六里桥,56976
大悦公寓,http://bj.fang.anjuke.com/loupan/204842.html,朝阳 朝青,36666
藤花紫院,http://bj.fang.anjuke.com/loupan/205059.html,海淀 蓟门桥,63277
锦上国际区,http://bj.fang.anjuke.com/loupan/244340.html,通州 次渠,37916
丽高花园,http://bj.fang.anjuke.com/loupan/233019.html,顺义 天竺,31111
东方美墅,http://bj.fang.anjuke.com/loupan/218080.html,燕郊 燕郊,11000
亿城西山公馆,http://bj.fang.anjuke.com/loupan/218638.html,海淀 中关村,49107
恒基中心汇豪阁,http://bj.fang.anjuke.com/loupan/225515.html,东城 建国门,40816
美然生态馆,http://bj.fang.anjuke.com/loupan/222535.html,大兴 旧宫,25000
金隅长安山麓,http://bj.fang.anjuke.com/loupan/216755.html,海淀 玉泉路,60000
首地浣溪谷,http://bj.fang.anjuke.com/loupan/247990.html,大兴 黄村,21500
悠唐麒麟公馆,http://bj.fang.anjuke.com/loupan/206640.html,朝阳 朝阳门,69882
永定河孔雀城唐顿壹号...,http://bj.fang.anjuke.com/loupan/400571.html,固安 固安,18000
阳光上东双子座,http://bj.fang.anjuke.com/loupan/206919.html,朝阳 朝阳公园,46052
建邦华府,http://bj.fang.anjuke.com/loupan/237755.html,丰台 方庄,42830
北京城建N次方,http://bj.fang.anjuke.com/loupan/244504.html,朝阳 亚奥,29554
翠微路甲10号院,http://bj.fang.anjuke.com/loupan/252590.html,海淀 公主坟,57500
青城,http://bj.fang.anjuke.com/loupan/246777.html,香河 香河,9700
丽宫,http://bj.fang.anjuke.com/loupan/219585.html,顺义 天竺,70000
京泰自主城,http://bj.fang.anjuke.com/loupan/228151.html,朝阳 朝青,16569
新天际SPACE+,http://bj.fang.anjuke.com/loupan/209412.html,朝阳 朝青,40000
紫薇丽都,http://gz.fang.anjuke.com/loupan/245865.html,花都 区府,17000
珠江帝景紫龙府,http://gz.fang.anjuke.com/loupan/239068.html,海珠 广州大道南,68000
富力壹號半岛,http://gz.fang.anjuke.com/loupan/389806.html,海珠 琶洲,70000
华南新城,http://gz.fang.anjuke.com/loupan/239380.html,番禺 华南,45000
方直芙蓉墅,http://gz.fang.anjuke.com/loupan/249884.html,花都 狮岭,20000
万科峯境,http://gz.fang.anjuke.com/loupan/248846.html,白云 白云大道,60000
白云堡豪苑,http://gz.fang.anjuke.com/loupan/250414.html,白云 白云大道,33000
东方夏湾拿,http://gz.fang.anjuke.com/loupan/238885.html,从化 太平镇,16000
跑马地大厦,http://gz.fang.anjuke.com/loupan/412876.html,天河 珠江新城,33000
云星钱隆公馆,http://gz.fang.anjuke.com/loupan/251775.html,从化 街口,12500
尚东柏悦府,http://gz.fang.anjuke.com/loupan/239449.html,天河 珠江新城,130000
玖珑湖,http://gz.fang.anjuke.com/loupan/239420.html,花都 新机场,22000
真功夫启航金港,http://gz.fang.anjuke.com/loupan/413945.html,南沙 金洲,18000
溢盈湖畔别墅,http://gz.fang.anjuke.com/loupan/239399.html,花都 狮岭,13000
尚东君御,http://gz.fang.anjuke.com/loupan/239443.html,天河 珠江新城,91000
森悦华庭,http://gz.fang.anjuke.com/loupan/415551.html,花都 区府,20000
爱群荟景湾,http://gz.fang.anjuke.com/loupan/238730.html,越秀 东山,70000
东湖映月,http://gz.fang.anjuke.com/loupan/239334.html,白云 白云大道,32000
中庸金寓,http://gz.fang.anjuke.com/loupan/412884.html,越秀 北京路,40000
万艺国际精品广场（万...,http://gz.fang.anjuke.com/loupan/410817.html,越秀 北京路,28000
罗马家园,http://gz.fang.anjuke.com/loupan/239006.html,海珠 南洲,45000
富力金街28,http://gz.fang.anjuke.com/loupan/415090.html,白云 金沙洲,55000
路福联合广场,http://gz.fang.anjuke.com/loupan/412874.html,番禺 广州南站,28000
台山颐和温泉城,http://gz.fang.anjuke.com/loupan/298360.html,广州周边 其他,9500
怡丰城,http://hz.fang.anjuke.com/loupan/250013.html,余杭 临平,11000
恒基旭辉府,http://hz.fang.anjuke.com/loupan/250027.html,余杭 崇贤,13500
欣北钱江国际广场,http://hz.fang.anjuke.com/loupan/240620.html,余杭 塘栖,6000
万科玉泉,http://hz.fang.anjuke.com/loupan/252858.html,西湖 西溪,38000
金地艺境,http://hz.fang.anjuke.com/loupan/298235.html,余杭 乔司,17500
九龙仓君廷,http://hz.fang.anjuke.com/loupan/245838.html,余杭 塘栖,11000
万泰城章,http://hz.fang.anjuke.com/loupan/250293.html,余杭 临平,13500
赞成首府,http://hz.fang.anjuke.com/loupan/251071.html,余杭 临平,15000
江滨澜廷,http://hz.fang.anjuke.com/loupan/412138.html,滨江 西兴,30000
万科新都会1958,http://hz.fang.anjuke.com/loupan/410269.html,下城 市中心,45000
广和美地兰庭,http://hz.fang.anjuke.com/loupan/238788.html,余杭 仁和,7500
香港兴业耦园,http://hz.fang.anjuke.com/loupan/416156.html,余杭 西溪,27000
保利梧桐语,http://hz.fang.anjuke.com/loupan/249957.html,江干 城东新城,24000
北辰奥园,http://hz.fang.anjuke.com/loupan/389766.html,萧山 南部卧城,17000
华元欢乐城,http://hz.fang.anjuke.com/loupan/247696.html,余杭 临平,14000
春风江南府,http://hz.fang.anjuke.com/loupan/263951.html,余杭 塘栖,8500
日信国际,http://hz.fang.anjuke.com/loupan/238597.html,上城 钱江新城,35000
恒厚阳光城,http://hz.fang.anjuke.com/loupan/238687.html,余杭 中泰,11000
国瑞中心,http://hz.fang.anjuke.com/loupan/298142.html,杭州周边 临安,9000
北辰金座,http://hz.fang.anjuke.com/loupan/238902.html,余杭 仁和,8000
中国铁建青秀城,http://hz.fang.anjuke.com/loupan/248866.html,萧山 萧山新城,23000
保利中誉广场,http://gz.fang.anjuke.com/loupan/412865.html,黄埔 黄埔区府,24000
天河潮流站,http://gz.fang.anjuke.com/loupan/410798.html,天河 天河北,100000
滨江东岸,http://gz.fang.anjuke.com/loupan/410471.html,海珠 滨江,60000
圣地国际汽车产业贸易...,http://gz.fang.anjuke.com/loupan/415091.html,白云 机场路,16000
佳大滨江商业街,http://gz.fang.anjuke.com/loupan/410616.html,海珠 滨江,80000
佳兆业滨江1号,http://gz.fang.anjuke.com/loupan/251535.html,广州周边 佛山,24500
鸣翠花园·江悦,http://gz.fang.anjuke.com/loupan/401146.html,海珠 工业大道,49000
庄士映蝶蓝湾,http://gz.fang.anjuke.com/loupan/239244.html,番禺 亚运新城,18000
富盈公馆,http://gz.fang.anjuke.com/loupan/249132.html,广州周边 其他,12000
江畔雅苑,http://gz.fang.anjuke.com/loupan/401273.html,越秀 北京路,68000
四海城,http://gz.fang.anjuke.com/loupan/250966.html,番禺 华南,25000
同创滨江,http://gz.fang.anjuke.com/loupan/389859.html,增城 荔城,19000
文德先生,http://gz.fang.anjuke.com/loupan/250331.html,越秀 北京路,65000
莱茵知己,http://hz.fang.anjuke.com/loupan/249600.html,余杭 临平,16000
绿野春天叠翠谷,http://hz.fang.anjuke.com/loupan/238465.html,余杭 小和山,14000
中赢金城里,http://hz.fang.anjuke.com/loupan/412955.html,萧山 钱江世纪城,15000
新华园,http://hz.fang.anjuke.com/loupan/245848.html,拱墅 市中心,48000
绿城千岛湖度假公寓,http://hz.fang.anjuke.com/loupan/238990.html,杭州周边 淳安,20000
绿谷杭州东部创新中心,http://hz.fang.anjuke.com/loupan/414587.html,江干 九堡,15000
昆仑公馆,http://hz.fang.anjuke.com/loupan/238684.html,下城 市中心,42000
顺发一品江山,http://hz.fang.anjuke.com/loupan/239048.html,杭州周边 桐庐,12000
顺发堤香,http://hz.fang.anjuke.com/loupan/238675.html,萧山 萧山新城,30000
新湖武林国际公寓,http://hz.fang.anjuke.com/loupan/238729.html,下城 市中心,55000
三盛颐景御园,http://hz.fang.anjuke.com/loupan/246784.html,余杭 良渚,21000
金沙世纪大厦,http://hz.fang.anjuke.com/loupan/412911.html,下沙 沿江,12000
富力公主湾,http://hz.fang.anjuke.com/loupan/416236.html,杭州周边 其他,22000
壹加壹空间,http://wh.fang.anjuke.com/loupan/247151.html,汉阳 王家湾,18064
海山金谷,http://wh.fang.anjuke.com/loupan/247332.html,武昌 水果湖,18807
泛海国际居住区悦海园,http://wh.fang.anjuke.com/loupan/247725.html,江汉 王家墩,19349
联享企业中心写字楼,http://wh.fang.anjuke.com/loupan/413523.html,洪山 光谷,6650
航天双城,http://wh.fang.anjuke.com/loupan/247120.html,江岸 后湖,15625
南国大武汉3期西汇广...,http://wh.fang.anjuke.com/loupan/410720.html,硚口 古田,26000
金地华公馆,http://wh.fang.anjuke.com/loupan/247114.html,洪山 光谷,13306
金鑫御江名苑,http://wh.fang.anjuke.com/loupan/247313.html,洪山 白沙洲,9285
泛海国际竹海园,http://wh.fang.anjuke.com/loupan/298055.html,江汉 王家墩,20000
爱特@城,http://wh.fang.anjuke.com/loupan/252076.html,江汉 王家墩,18500
中建东湖明珠,http://wh.fang.anjuke.com/loupan/298268.html,东湖高新  光谷北,12000
楚世家嘉璟,http://wh.fang.anjuke.com/loupan/251538.html,洪山 南湖,10000
金域广场,http://wh.fang.anjuke.com/loupan/247403.html,洪山 光谷,13720
自由半岛,http://wh.fang.anjuke.com/loupan/247359.html,黄陂 黄陂,5500
和昌食尚荟,http://wh.fang.anjuke.com/loupan/389748.html,汉阳 四新地区,19000
南国大武汉SOHO,http://wh.fang.anjuke.com/loupan/247497.html,硚口 古田,15454
紫轩美佳,http://wh.fang.anjuke.com/loupan/247751.html,江岸 后湖,10028
知音国际茶城,http://wh.fang.anjuke.com/loupan/401013.html,汉阳 王家湾,25000
金色港湾卧湖别墅,http://wh.fang.anjuke.com/loupan/247483.html,汉阳 沌口开发区,12995
融海杰座,http://wh.fang.anjuke.com/loupan/247487.html,武昌 武昌老城区,9900
佳运环湖花园水岸美宅,http://wh.fang.anjuke.com/loupan/247397.html,新洲 阳逻,3108
阳光100大湖第商铺,http://wh.fang.anjuke.com/loupan/410888.html,洪山 光谷,17000
翰林雅居怡品长江商铺,http://wh.fang.anjuke.com/loupan/410553.html,黄陂 黄陂,12000
光谷新世界T+,http://wh.fang.anjuke.com/loupan/413502.html,东湖高新 光谷南,22000
美联西马名仕,http://wh.fang.anjuke.com/loupan/247253.html,江岸 后湖,14742
拉德芳斯商铺,http://wh.fang.anjuke.com/loupan/410664.html,洪山 南湖,20000
航天彩虹镇,http://wh.fang.anjuke.com/loupan/247119.html,东西湖 吴家山,8585
世界城光谷步行街,http://wh.fang.anjuke.com/loupan/410769.html,洪山 光谷,45000
武泰闸花园小区8期,http://wh.fang.anjuke.com/loupan/247214.html,洪山 白沙洲,7533
百步亭现代城三区商铺,http://wh.fang.anjuke.com/loupan/410447.html,江岸 后湖,20000
东方雅园二期,http://wh.fang.anjuke.com/loupan/247205.html,洪山 卓刀泉,8147
马城一号,http://wh.fang.anjuke.com/loupan/247302.html,东西湖 吴家山,6666
左岸美邻,http://wh.fang.anjuke.com/loupan/247321.html,硚口 其他,13515
兰陵大公馆,http://wh.fang.anjuke.com/loupan/247395.html,江岸 后湖,12714
银湖御园,http://wh.fang.anjuke.com/loupan/247306.html,东西湖 金银湖,8089
水墨清华二期,http://wh.fang.anjuke.com/loupan/247145.html,汉阳 沌口开发区,22656
思联公馆,http://wh.fang.anjuke.com/loupan/247240.html,江汉 王家墩,10000
金马凯旋家居CBD,http://wh.fang.anjuke.com/loupan/389752.html,黄陂 黄陂,16000
融侨锦江,http://wh.fang.anjuke.com/loupan/247055.html,硚口 其他,15322
地大天街,http://wh.fang.anjuke.com/loupan/410486.html,洪山 光谷,7000
现代森林小镇金融SOH...,http://wh.fang.anjuke.com/loupan/251451.html,洪山 光谷,11000
立方城,http://wh.fang.anjuke.com/loupan/413519.html,东西湖 吴家山,10000
新长江国际,http://wh.fang.anjuke.com/loupan/413547.html,江岸 解放公园,17000
金龙百灵景都,http://wh.fang.anjuke.com/loupan/247339.html,汉阳 七里庙,10484
楚邦汉界,http://wh.fang.anjuke.com/loupan/247186.html,江岸 后湖,10375
光谷坐标城峯馆,http://wh.fang.anjuke.com/loupan/247282.html,洪山 街道口,11312
文鼎嘉苑,http://jn.fang.anjuke.com/loupan/414177.html,平阴 平阴,4000
万科龙湖紫郡,http://jn.fang.anjuke.com/loupan/414760.html,历城 济钢,14000
华润城仰山,http://jn.fang.anjuke.com/loupan/297999.html,市中 舜耕路,22000
东8区企业公馆,http://jn.fang.anjuke.com/loupan/413024.html,历城 经十路东,6000
茗筑华府,http://jn.fang.anjuke.com/loupan/251002.html,历下 化纤厂,19500
山师北街8号院,http://jn.fang.anjuke.com/loupan/252625.html,历下 山师,33000
缇香温泉小镇,http://jn.fang.anjuke.com/loupan/414916.html,章丘 章丘,17000
鑫苑世家公馆,http://jn.fang.anjuke.com/loupan/251084.html,槐荫 西客站,9300
西城济水上苑北区,http://jn.fang.anjuke.com/loupan/415184.html,槐荫 西客站,9498
新城香溢紫郡,http://jn.fang.anjuke.com/loupan/394534.html,历城 王舍人镇,10000
华润城紫云府,http://jn.fang.anjuke.com/loupan/253127.html,市中 二环南路,19500
西城济水上苑,http://jn.fang.anjuke.com/loupan/249963.html,槐荫 西客站,10000
鲁商常春藤,http://jn.fang.anjuke.com/loupan/244089.html,长清 长清,7100
长兴美郡,http://jn.fang.anjuke.com/loupan/244029.html,长清 长清,6600
博纳龙域天城,http://jn.fang.anjuke.com/loupan/401140.html,济阳 济阳,5200
淮海东城御景,http://jn.fang.anjuke.com/loupan/251070.html,历下 奥体中心,15500
宝青幸福里,http://jn.fang.anjuke.com/loupan/249897.html,商河 商河,2000
云星钱隆天誉,http://gz.fang.anjuke.com/loupan/253132.html,从化 太平镇,13000
狮城国际,http://gz.fang.anjuke.com/loupan/239293.html,花都 狮岭,7000
远大芳华都汇,http://gz.fang.anjuke.com/loupan/250114.html,荔湾 芳村,20000
路劲悦峰,http://gz.fang.anjuke.com/loupan/245220.html,花都 狮岭,12500
广佛新世界,http://gz.fang.anjuke.com/loupan/243829.html,广州周边 佛山,15000
保利翡翠公馆,http://gz.fang.anjuke.com/loupan/415735.html,广州周边 佛山,14000
龙津世家,http://gz.fang.anjuke.com/loupan/239304.html,荔湾 陈家祠,45000
青春,http://gz.fang.anjuke.com/loupan/249829.html,从化 江埔街,8600
华海山屿海,http://gz.fang.anjuke.com/loupan/415079.html,南沙 南沙湾,16000
保利东江首府,http://gz.fang.anjuke.com/loupan/239311.html,增城 新塘,28000
中大城,http://gz.fang.anjuke.com/loupan/245244.html,南沙 金洲,18500
月桂湖壹号,http://gz.fang.anjuke.com/loupan/411417.html,广州周边 其他,4600
凤乐雅轩,http://gz.fang.anjuke.com/loupan/239238.html,海珠 工业大道,29000
锦绣御景国际,http://gz.fang.anjuke.com/loupan/238868.html,增城 荔城,16500
尚上名筑,http://gz.fang.anjuke.com/loupan/240632.html,番禺 亚运新城,40000
保利悦廷,http://gz.fang.anjuke.com/loupan/251942.html,花都 区府,14000
懿峰雅居,http://gz.fang.anjuke.com/loupan/249286.html,广州周边 清远,9000
新汇时光,http://gz.fang.anjuke.com/loupan/413916.html,增城 新塘,14000
天睿,http://gz.fang.anjuke.com/loupan/414954.html,番禺 华南,42000
雅宝新城,http://gz.fang.anjuke.com/loupan/239333.html,花都 狮岭,13000
合生广场,http://gz.fang.anjuke.com/loupan/240543.html,海珠 广州大道南,36000
百信广场,http://gz.fang.anjuke.com/loupan/263887.html,白云 机场路,27000
绿地卡米小城,http://sh.fang.anjuke.com/loupan/246532.html,花桥 花桥,11000
凯德嘉博名邸,http://sh.fang.anjuke.com/loupan/237167.html,浦东 浦东世博,45000
淡水湾花园二期,http://sh.fang.anjuke.com/loupan/400622.html,黄浦 打浦桥,118000
朗诗里程,http://sh.fang.anjuke.com/loupan/252298.html,浦东 临港新城,22000
缇香公寓,http://sh.fang.anjuke.com/loupan/209840.html,松江 松江新城,8687
泰禾红御,http://sh.fang.anjuke.com/loupan/250313.html,宝山 高境,75000
棕榈滩海景城,http://sh.fang.anjuke.com/loupan/237056.html,奉贤 海湾,15000
平安富邸,http://sh.fang.anjuke.com/loupan/239808.html,奉贤 奉城,10415
首创禧悦,http://sh.fang.anjuke.com/loupan/389645.html,青浦 青浦新城,41000
金地自在城2期,http://sh.fang.anjuke.com/loupan/246640.html,松江 泗泾,20000
临港蓝色城邦,http://sh.fang.anjuke.com/loupan/217316.html,浦东 临港新城,10000
宝华紫薇花园,http://sh.fang.anjuke.com/loupan/252080.html,长宁 古北,85000
旭辉朗悦庭,http://sh.fang.anjuke.com/loupan/241197.html,青浦 朱家角,13000
万科城花新园,http://sh.fang.anjuke.com/loupan/205205.html,闵行 七宝,39278
瀛通金鳌山公寓,http://sh.fang.anjuke.com/loupan/236982.html,崇明 崇明新城,20000
古北萃庭,http://sh.fang.anjuke.com/loupan/297558.html,嘉定 安亭,25000
中国铁建青秀城,http://sh.fang.anjuke.com/loupan/248856.html,宝山 顾村,23000
中昂邑上原著,http://bj.fang.anjuke.com/loupan/247993.html,平谷 平谷,25000
红树湾,http://bj.fang.anjuke.com/loupan/415617.html,投资 投资,8000
紫辰院,http://bj.fang.anjuke.com/loupan/248306.html,丰台 六里桥,110000
富地广场,http://bj.fang.anjuke.com/loupan/250292.html,燕郊 燕郊,20000
云谷科技中心,http://bj.fang.anjuke.com/loupan/415170.html,海淀 其他,37000
通州富力中心B座,http://bj.fang.anjuke.com/loupan/414887.html,通州 运河核心区,53000
数字工场,http://bj.fang.anjuke.com/loupan/412667.html,大兴 亦庄,12500
五矿万科如园,http://bj.fang.anjuke.com/loupan/240344.html,海淀 颐和园,96000
中海金钻街,http://bj.fang.anjuke.com/loupan/400978.html,石景山 古城,60000
华远裘马四季,http://bj.fang.anjuke.com/loupan/263905.html,门头沟 大峪,65000
中铁秦皇半岛,http://bj.fang.anjuke.com/loupan/411024.html,秦皇岛 秦皇岛,7000
中骏钱塘御景,http://hz.fang.anjuke.com/loupan/414320.html,萧山 钱江世纪城,17500
嘉丰万悦城,http://hz.fang.anjuke.com/loupan/250976.html,余杭 临平,10000
钱塘梧桐蓝山,http://hz.fang.anjuke.com/loupan/238977.html,余杭 临平,15000
龙湖水晶郦城,http://hz.fang.anjuke.com/loupan/414228.html,西湖 三墩,23000
琴湖碧园,http://hz.fang.anjuke.com/loupan/414330.html,余杭 瓶窑,5200
丰隆·百翘香江,http://hz.fang.anjuke.com/loupan/389769.html,下沙 大学城北,15000
阳光郡,http://hz.fang.anjuke.com/loupan/240402.html,拱墅 申花,27000
融信杭州公馆,http://hz.fang.anjuke.com/loupan/252900.html,西湖 市中心,60000
德信海德公园,http://hz.fang.anjuke.com/loupan/414819.html,余杭 勾庄,19000
新天地中心,http://hz.fang.anjuke.com/loupan/414349.html,下城 华丰,24000
绿地华家池印,http://hz.fang.anjuke.com/loupan/252380.html,江干 市中心,53000
滨江华家池,http://hz.fang.anjuke.com/loupan/253000.html,江干 市中心,39600
向江来时代中心,http://hz.fang.anjuke.com/loupan/400896.html,江干 钱江新城,30000
东晖龙悦湾,http://hz.fang.anjuke.com/loupan/394526.html,余杭 临平,11000
祥生云溪新语,http://hz.fang.anjuke.com/loupan/405884.html,之江 之江,31000
融创东南海,http://hz.fang.anjuke.com/loupan/389633.html,萧山 萧山新城,16000
佳源未来府,http://hz.fang.anjuke.com/loupan/414651.html,余杭 老余杭,14000
昆仑华府,http://hz.fang.anjuke.com/loupan/252859.html,余杭 良渚,16000
杭钢紫元旭润和府,http://hz.fang.anjuke.com/loupan/411142.html,余杭 崇贤,9000
新城公馆商铺,http://sh.fang.anjuke.com/loupan/410848.html,嘉定 南翔,40000
康桥绿之梦,http://sh.fang.anjuke.com/loupan/410662.html,浦东 周康,35000
龙湖汇金街,http://sh.fang.anjuke.com/loupan/410682.html,青浦 青浦新城,22000
凯德莲公馆,http://sh.fang.anjuke.com/loupan/251128.html,浦东 浦东世博,45000
禹洲老城里,http://sh.fang.anjuke.com/loupan/389632.html,嘉定 嘉定镇,35000
可逸兰亭,http://sh.fang.anjuke.com/loupan/249331.html,花桥 花桥,12000
绿地M-TOWN,http://sh.fang.anjuke.com/loupan/410386.html,浦东 张江,38000
哥伦国际,http://sh.fang.anjuke.com/loupan/249206.html,花桥 花桥,5907
绿地海珀•黄浦,http://sh.fang.anjuke.com/loupan/401126.html,黄浦 打浦桥,130000
枫桥紫郡,http://sh.fang.anjuke.com/loupan/207940.html,金山 枫泾,6672
绿地21城·滨江汇,http://sh.fang.anjuke.com/loupan/250787.html,花桥 花桥,14000
绿色家园泰馨苑,http://sh.fang.anjuke.com/loupan/264009.html,奉贤 金汇,23800
农房西郊半岛,http://sh.fang.anjuke.com/loupan/237701.html,青浦 华新镇,24500
东方马德里,http://sh.fang.anjuke.com/loupan/200905.html,奉贤 奉城,7622
汇民轩,http://sh.fang.anjuke.com/loupan/244612.html,松江 松江老城,14847
名都城三期·翡翠名都,http://sh.fang.anjuke.com/loupan/405910.html,闵行 其他,85000
阳光美林,http://sh.fang.anjuke.com/loupan/248976.html,宝山 月浦,15000
浦江华侨城8期,http://sh.fang.anjuke.com/loupan/203121.html,闵行 浦江,30000
艺泰安邦,http://sh.fang.anjuke.com/loupan/204774.html,浦东 惠南,17383
中海寰宇天下,http://sh.fang.anjuke.com/loupan/250486.html,闵行 梅陇,48000
秋月朗庭,http://sh.fang.anjuke.com/loupan/250492.html,奉贤 南桥,21000
日月光水岸花园,http://sh.fang.anjuke.com/loupan/221206.html,浦东 张江,38000
惠南一方新城,http://sh.fang.anjuke.com/loupan/221152.html,浦东 惠南,21088
西上海名邸,http://sh.fang.anjuke.com/loupan/210674.html,嘉定 安亭,17352
新城旭辉府,http://sh.fang.anjuke.com/loupan/251091.html,金山 金山新城,15000
徐汇苑二期,http://sh.fang.anjuke.com/loupan/219612.html,徐汇 万体馆,56814
上海常发豪庭国际,http://sh.fang.anjuke.com/loupan/244597.html,嘉定 嘉定新城,27000
富庄庭,http://gz.fang.anjuke.com/loupan/239082.html,花都 区府,12077
华标品峰,http://gz.fang.anjuke.com/loupan/239233.html,海珠 滨江,44061
易丰大厦,http://gz.fang.anjuke.com/loupan/239164.html,天河 天河公园,26427
纵横国际公寓,http://gz.fang.anjuke.com/loupan/239352.html,海珠 赤岗,24024
珠江帝景克莱君殿二期,http://gz.fang.anjuke.com/loupan/239353.html,海珠 赤岗,25247
中铁盛德国际公寓,http://gz.fang.anjuke.com/loupan/239639.html,天河 珠江新城,27952
正佳东方国际广场,http://gz.fang.anjuke.com/loupan/238801.html,越秀 淘金,33033
城西悦家,http://gz.fang.anjuke.com/loupan/241078.html,荔湾 陈家祠,11363
保利世贸公寓,http://gz.fang.anjuke.com/loupan/238870.html,海珠 其他,27356
保利中达广场,http://gz.fang.anjuke.com/loupan/246536.html,天河 珠江新城,50081
云山雅轩,http://gz.fang.anjuke.com/loupan/239561.html,花都 区府,7894
朗庭雅居,http://gz.fang.anjuke.com/loupan/239422.html,花都 区府,9656
保利中汇广场,http://gz.fang.anjuke.com/loupan/239226.html,天河 天河北,36468
力迅T,http://gz.fang.anjuke.com/loupan/238920.html,天河 天河公园,31843
可逸家园,http://gz.fang.anjuke.com/loupan/238621.html,海珠 江南西,34222
